GC100m;Year;Total population in cell
3614250N4469250E;2011;72
3614250N4469350E;2011;155
3614250N4469450E;2011;15-20
3614250N4469550E;2011;28
3614250N4469650E;2011;77
3614250N4469750E;2011;71
3614250N4469850E;2011;15-20
3614250N4469950E;2011;15-20
3614250N4470050E;2011;35
3614250N4470150E;2011;29
3614250N4470250E;2011;27
3614250N4470350E;2011;15-20
3614250N4470450E;2011;1-5
3614250N4475050E;2011;41
3614250N4483450E;2011;10-15
3614250N4483550E;2011;35
3614250N4483650E;2011;34
3614250N4483750E;2011;22
3614250N4483850E;2011;31
3614250N4483950E;2011;28
3614250N4484050E;2011;28
3614250N4484150E;2011;15-20
3614250N4484250E;2011;21
3614250N4484350E;2011;5-10
3614250N4484450E;2011;99
3614250N4484550E;2011;81
3614250N4484650E;2011;48
3614250N4485350E;2011;1-5
3614250N4485450E;2011;1-5
3614250N4488850E;2011;15-20
3614250N4488950E;2011;21
3614250N4489050E;2011;30
3614250N4489150E;2011;15-20
3614250N4489250E;2011;15-20
3614350N4458850E;2011;5-10
3614350N4458950E;2011;21
3614350N4459050E;2011;34
3614350N4459250E;2011;5-10
3614350N4466750E;2011;1-5
3614350N4466850E;2011;1-5
3614350N4467250E;2011;1-5
3614350N4467650E;2011;5-10
3614350N4467750E;2011;26
3614350N4467850E;2011;21
3614350N4467950E;2011;32
3614350N4468050E;2011;15-20
3614350N4468150E;2011;36
3614350N4468250E;2011;21
3614350N4468350E;2011;49
3614350N4468450E;2011;59
3614350N4468550E;2011;70
3614350N4468650E;2011;51
3614350N4468750E;2011;60
3614350N4468850E;2011;42
3614350N4468950E;2011;72
3614350N4469050E;2011;172
3614350N4469350E;2011;200
3614350N4469450E;2011;94
3614350N4469650E;2011;37
3614350N4469750E;2011;130
3614350N4469850E;2011;135
3614350N4469950E;2011;76
3614350N4470050E;2011;21
3614350N4470150E;2011;28
3614350N4470250E;2011;15-20
3614350N4483450E;2011;1-5
3614350N4483550E;2011;32
3614350N4483650E;2011;15-20
3614350N4483750E;2011;51
3614350N4483850E;2011;25
3614350N4483950E;2011;15-20
3614350N4484050E;2011;24
3614350N4484150E;2011;35
3614350N4484250E;2011;28
3614350N4484350E;2011;43
3614350N4484450E;2011;61
3614350N4484550E;2011;123
3614350N4484650E;2011;29
3614350N4485150E;2011;1-5
3614350N4485250E;2011;1-5
3614350N4485450E;2011;10-15
3614350N4488450E;2011;1-5
3614350N4488850E;2011;35
3614350N4488950E;2011;34
3614350N4489050E;2011;23
3614350N4489150E;2011;30
3614350N4489250E;2011;5-10
3614450N4458150E;2011;1-5
3614450N4458250E;2011;1-5
3614450N4458850E;2011;10-15
3614450N4458950E;2011;5-10
3614450N4459050E;2011;15-20
3614450N4459150E;2011;1-5
3614450N4460450E;2011;5-10
3614450N4467750E;2011;15-20
3614450N4467850E;2011;37
3614450N4467950E;2011;15-20
3614450N4468050E;2011;42
3614450N4468150E;2011;15-20
3614450N4468250E;2011;43
3614450N4468350E;2011;10-15
3614450N4468450E;2011;51
3614450N4468550E;2011;68
3614450N4468650E;2011;54
3614450N4468750E;2011;57
3614450N4468850E;2011;98
3614450N4468950E;2011;46
3614450N4469050E;2011;114
3614450N4469150E;2011;200
3614450N4469250E;2011;189
3614450N4469350E;2011;165
3614450N4469450E;2011;85
3614450N4469550E;2011;95
3614450N4469750E;2011;122
3614450N4469850E;2011;139
3614450N4469950E;2011;214
3614450N4470050E;2011;20
3614450N4470150E;2011;10-15
3614450N4470250E;2011;15-20
3614450N4476950E;2011;1-5
3614450N4483550E;2011;34
3614450N4483650E;2011;72
3614450N4483750E;2011;40
3614450N4483850E;2011;87
3614450N4484050E;2011;21
3614450N4484150E;2011;43
3614450N4484250E;2011;35
3614450N4484350E;2011;75
3614450N4484450E;2011;49
3614450N4484550E;2011;39
3614450N4485550E;2011;1-5
3614450N4485650E;2011;10-15
3614450N4485750E;2011;1-5
3614450N4488350E;2011;1-5
3614450N4488850E;2011;10-15
3614450N4488950E;2011;20
3614450N4489050E;2011;15-20
3614450N4489150E;2011;24
3614450N4489250E;2011;1-5
3614550N4457750E;2011;1-5
3614550N4457950E;2011;5-10
3614550N4460450E;2011;1-5
3614550N4467850E;2011;10-15
3614550N4467950E;2011;39
3614550N4468050E;2011;33
3614550N4468150E;2011;23
3614550N4468250E;2011;10-15
3614550N4468350E;2011;34
3614550N4468450E;2011;22
3614550N4468550E;2011;22
3614550N4468650E;2011;64
3614550N4468750E;2011;83
3614550N4468850E;2011;98
3614550N4468950E;2011;98
3614550N4469050E;2011;10-15
3614550N4469150E;2011;133
3614550N4469250E;2011;88
3614550N4469550E;2011;64
3614550N4469950E;2011;15-20
3614550N4470050E;2011;40
3614550N4470150E;2011;130
3614550N4470250E;2011;40
3614550N4470450E;2011;1-5
3614550N4483550E;2011;35
3614550N4483650E;2011;51
3614550N4483750E;2011;10-15
3614550N4483850E;2011;68
3614550N4484050E;2011;1-5
3614550N4484150E;2011;28
3614550N4484250E;2011;34
3614550N4484350E;2011;84
3614550N4484450E;2011;93
3614550N4484550E;2011;85
3614550N4485450E;2011;10-15
3614550N4485550E;2011;1-5
3614550N4485650E;2011;1-5
3614550N4485750E;2011;1-5
3614650N4457550E;2011;1-5
3614650N4457650E;2011;5-10
3614650N4458850E;2011;1-5
3614650N4467950E;2011;5-10
3614650N4468050E;2011;39
3614650N4468150E;2011;1-5
3614650N4468350E;2011;10-15
3614650N4468450E;2011;32
3614650N4468550E;2011;21
3614650N4468650E;2011;61
3614650N4468750E;2011;60
3614650N4468850E;2011;61
3614650N4468950E;2011;52
3614650N4469050E;2011;89
3614650N4469150E;2011;1-5
3614650N4469950E;2011;90
3614650N4470050E;2011;176
3614650N4470150E;2011;130
3614650N4470250E;2011;160
3614650N4470350E;2011;1-5
3614650N4471250E;2011;10-15
3614650N4476450E;2011;1-5
3614650N4483550E;2011;38
3614650N4483650E;2011;26
3614650N4483750E;2011;43
3614650N4483850E;2011;10-15
3614650N4484050E;2011;15-20
3614650N4484150E;2011;29
3614650N4484250E;2011;28
3614650N4484350E;2011;33
3614650N4484450E;2011;36
3614650N4484550E;2011;35
3614650N4484650E;2011;1-5
3614650N4485550E;2011;5-10
3614650N4485750E;2011;10-15
3614650N4485850E;2011;1-5
3614650N4485950E;2011;1-5
3614650N4486050E;2011;1-5
3614750N4468250E;2011;21
3614750N4468350E;2011;36
3614750N4468450E;2011;35
3614750N4468550E;2011;36
3614750N4468650E;2011;22
3614750N4468750E;2011;61
3614750N4468850E;2011;98
3614750N4468950E;2011;80
3614750N4469050E;2011;68
3614750N4469150E;2011;47
3614750N4469550E;2011;105
3614750N4469650E;2011;130
3614750N4469950E;2011;95
3614750N4470050E;2011;201
3614750N4470150E;2011;152
3614750N4470250E;2011;53
3614750N4470350E;2011;15-20
3614750N4471150E;2011;10-15
3614750N4471250E;2011;29
3614750N4471350E;2011;10-15
3614750N4471450E;2011;5-10
3614750N4483550E;2011;22
3614750N4483650E;2011;32
3614750N4483750E;2011;44
3614750N4483850E;2011;26
3614750N4483950E;2011;28
3614750N4484050E;2011;15-20
3614750N4484150E;2011;27
3614750N4484250E;2011;33
3614750N4484350E;2011;26
3614750N4484450E;2011;25
3614750N4484550E;2011;41
3614750N4484650E;2011;20
3614750N4484750E;2011;26
3614750N4484850E;2011;5-10
3614750N4485750E;2011;5-10
3614750N4485850E;2011;5-10
3614750N4485950E;2011;5-10
3614750N4486050E;2011;5-10
3614850N4457350E;2011;1-5
3614850N4458950E;2011;5-10
3614850N4466550E;2011;1-5
3614850N4468250E;2011;5-10
3614850N4468350E;2011;15-20
3614850N4468450E;2011;28
3614850N4468550E;2011;28
3614850N4468650E;2011;25
3614850N4468750E;2011;25
3614850N4468850E;2011;64
3614850N4468950E;2011;70
3614850N4469050E;2011;52
3614850N4469150E;2011;5-10
3614850N4469350E;2011;190
3614850N4469450E;2011;232
3614850N4469550E;2011;161
3614850N4469650E;2011;228
3614850N4469750E;2011;82
3614850N4470050E;2011;106
3614850N4470150E;2011;22
3614850N4470250E;2011;1-5
3614850N4471150E;2011;5-10
3614850N4471250E;2011;36
3614850N4471350E;2011;32
3614850N4471450E;2011;34
3614850N4471550E;2011;23
3614850N4483550E;2011;23
3614850N4483650E;2011;31
3614850N4483750E;2011;24
3614850N4483850E;2011;30
3614850N4483950E;2011;38
3614850N4484050E;2011;36
3614850N4484150E;2011;32
3614850N4484250E;2011;34
3614850N4484350E;2011;29
3614850N4484450E;2011;29
3614850N4484550E;2011;31
3614850N4484650E;2011;38
3614850N4484750E;2011;24
3614850N4484850E;2011;26
3614850N4484950E;2011;34
3614850N4485050E;2011;15-20
3614850N4485150E;2011;10-15
3614850N4485650E;2011;1-5
3614850N4485850E;2011;1-5
3614850N4485950E;2011;1-5
3614850N4486050E;2011;5-10
3614950N4458850E;2011;5-10
3614950N4458950E;2011;20
3614950N4459050E;2011;5-10
3614950N4466850E;2011;5-10
3614950N4468450E;2011;5-10
3614950N4468550E;2011;37
3614950N4468650E;2011;23
3614950N4468750E;2011;30
3614950N4468850E;2011;15-20
3614950N4469050E;2011;10-15
3614950N4469150E;2011;26
3614950N4469250E;2011;79
3614950N4469350E;2011;27
3614950N4469450E;2011;239
3614950N4469550E;2011;112
3614950N4469650E;2011;253
3614950N4469750E;2011;142
3614950N4469850E;2011;88
3614950N4469950E;2011;35
3614950N4470050E;2011;76
3614950N4471050E;2011;5-10
3614950N4471150E;2011;33
3614950N4471250E;2011;28
3614950N4471350E;2011;50
3614950N4471450E;2011;33
3614950N4471550E;2011;24
3614950N4471650E;2011;22
3614950N4471750E;2011;33
3614950N4471850E;2011;21
3614950N4472150E;2011;23
3614950N4472250E;2011;10-15
3614950N4472350E;2011;5-10
3614950N4483550E;2011;15-20
3614950N4483650E;2011;31
3614950N4483750E;2011;34
3614950N4483850E;2011;28
3614950N4483950E;2011;29
3614950N4484050E;2011;30
3614950N4484150E;2011;34
3614950N4484250E;2011;31
3614950N4484350E;2011;31
3614950N4484450E;2011;24
3614950N4484550E;2011;32
3614950N4484650E;2011;30
3614950N4484750E;2011;25
3614950N4484850E;2011;25
3614950N4484950E;2011;20
3614950N4485050E;2011;39
3614950N4485150E;2011;40
3614950N4485250E;2011;26
3614950N4485350E;2011;30
3614950N4485450E;2011;5-10
3614950N4485650E;2011;1-5
3614950N4485750E;2011;1-5
3614950N4485950E;2011;1-5
3614950N4486050E;2011;5-10
3615050N4457450E;2011;1-5
3615050N4458850E;2011;10-15
3615050N4458950E;2011;15-20
3615050N4467450E;2011;1-5
3615050N4468650E;2011;25
3615050N4468750E;2011;37
3615050N4468850E;2011;5-10
3615050N4468950E;2011;15-20
3615050N4469050E;2011;20
3615050N4469150E;2011;74
3615050N4469250E;2011;76
3615050N4469350E;2011;38
3615050N4469450E;2011;15-20
3615050N4469550E;2011;62
3615050N4469650E;2011;199
3615050N4469750E;2011;204
3615050N4469850E;2011;78
3615050N4469950E;2011;22
3615050N4470050E;2011;150
3615050N4470150E;2011;68
3615050N4470750E;2011;15-20
3615050N4470850E;2011;66
3615050N4470950E;2011;31
3615050N4471050E;2011;1-5
3615050N4471150E;2011;15-20
3615050N4471250E;2011;10-15
3615050N4471350E;2011;23
3615050N4471450E;2011;29
3615050N4471550E;2011;21
3615050N4471650E;2011;24
3615050N4471750E;2011;34
3615050N4471850E;2011;10-15
3615050N4472050E;2011;15-20
3615050N4472150E;2011;32
3615050N4472250E;2011;32
3615050N4472350E;2011;43
3615050N4472450E;2011;32
3615050N4472550E;2011;27
3615050N4472650E;2011;5-10
3615050N4472750E;2011;10-15
3615050N4472850E;2011;10-15
3615050N4472950E;2011;1-5
3615050N4473050E;2011;5-10
3615050N4473150E;2011;5-10
3615050N4473250E;2011;1-5
3615050N4473350E;2011;15-20
3615050N4473450E;2011;15-20
3615050N4473550E;2011;20
3615050N4473650E;2011;10-15
3615050N4473750E;2011;10-15
3615050N4473850E;2011;5-10
3615050N4473950E;2011;25
3615050N4474050E;2011;10-15
3615050N4474150E;2011;30
3615050N4474250E;2011;27
3615050N4474350E;2011;25
3615050N4474450E;2011;27
3615050N4474550E;2011;23
3615050N4474650E;2011;32
3615050N4474750E;2011;31
3615050N4474850E;2011;21
3615050N4474950E;2011;1-5
3615050N4483550E;2011;15-20
3615050N4483650E;2011;21
3615050N4483750E;2011;26
3615050N4483850E;2011;23
3615050N4483950E;2011;35
3615050N4484050E;2011;30
3615050N4484150E;2011;20
3615050N4484250E;2011;39
3615050N4484350E;2011;39
3615050N4484450E;2011;21
3615050N4484550E;2011;31
3615050N4484650E;2011;28
3615050N4484750E;2011;28
3615050N4484850E;2011;37
3615050N4484950E;2011;31
3615050N4485050E;2011;29
3615050N4485150E;2011;37
3615050N4485250E;2011;27
3615050N4485350E;2011;15-20
3615050N4485450E;2011;33
3615050N4485550E;2011;31
3615050N4485650E;2011;5-10
3615050N4486150E;2011;1-5
3615050N4486250E;2011;1-5
3615150N4458250E;2011;1-5
3615150N4458850E;2011;10-15
3615150N4458950E;2011;15-20
3615150N4461050E;2011;1-5
3615150N4466450E;2011;1-5
3615150N4466550E;2011;1-5
3615150N4467250E;2011;1-5
3615150N4468850E;2011;10-15
3615150N4468950E;2011;27
3615150N4469050E;2011;67
3615150N4469150E;2011;82
3615150N4469250E;2011;21
3615150N4469350E;2011;27
3615150N4469450E;2011;98
3615150N4469550E;2011;32
3615150N4469650E;2011;172
3615150N4469750E;2011;79
3615150N4470050E;2011;24
3615150N4470150E;2011;133
3615150N4470250E;2011;37
3615150N4470750E;2011;170
3615150N4470850E;2011;149
3615150N4470950E;2011;163
3615150N4471050E;2011;15-20
3615150N4471150E;2011;20
3615150N4471250E;2011;15-20
3615150N4471350E;2011;5-10
3615150N4471450E;2011;5-10
3615150N4471550E;2011;10-15
3615150N4471650E;2011;5-10
3615150N4471750E;2011;5-10
3615150N4472050E;2011;5-10
3615150N4472150E;2011;15-20
3615150N4472250E;2011;10-15
3615150N4472350E;2011;15-20
3615150N4472450E;2011;10-15
3615150N4472550E;2011;23
3615150N4472650E;2011;15-20
3615150N4472750E;2011;32
3615150N4472850E;2011;34
3615150N4472950E;2011;10-15
3615150N4473050E;2011;15-20
3615150N4473150E;2011;20
3615150N4473250E;2011;15-20
3615150N4473350E;2011;15-20
3615150N4473450E;2011;15-20
3615150N4473550E;2011;15-20
3615150N4473650E;2011;15-20
3615150N4473750E;2011;15-20
3615150N4473850E;2011;15-20
3615150N4473950E;2011;22
3615150N4474050E;2011;25
3615150N4474150E;2011;10-15
3615150N4474250E;2011;20
3615150N4474350E;2011;27
3615150N4474450E;2011;22
3615150N4474550E;2011;25
3615150N4474650E;2011;15-20
3615150N4474750E;2011;5-10
3615150N4474850E;2011;5-10
3615150N4474950E;2011;1-5
3615150N4475850E;2011;5-10
3615150N4475950E;2011;5-10
3615150N4477250E;2011;1-5
3615150N4477450E;2011;15-20
3615150N4477550E;2011;10-15
3615150N4477650E;2011;1-5
3615150N4483350E;2011;1-5
3615150N4483550E;2011;15-20
3615150N4483650E;2011;35
3615150N4483750E;2011;27
3615150N4483850E;2011;34
3615150N4483950E;2011;28
3615150N4484050E;2011;29
3615150N4484150E;2011;31
3615150N4484250E;2011;33
3615150N4484350E;2011;24
3615150N4484450E;2011;28
3615150N4484550E;2011;30
3615150N4484650E;2011;21
3615150N4484750E;2011;33
3615150N4484850E;2011;22
3615150N4484950E;2011;23
3615150N4485050E;2011;32
3615150N4485150E;2011;22
3615150N4485250E;2011;36
3615150N4485350E;2011;28
3615150N4485450E;2011;39
3615150N4485550E;2011;27
3615150N4486250E;2011;5-10
3615150N4486450E;2011;1-5
3615150N4486750E;2011;5-10
3615250N4458850E;2011;10-15
3615250N4458950E;2011;5-10
3615250N4459050E;2011;5-10
3615250N4467350E;2011;5-10
3615250N4467450E;2011;1-5
3615250N4468950E;2011;1-5
3615250N4469050E;2011;28
3615250N4469150E;2011;30
3615250N4469250E;2011;34
3615250N4469350E;2011;92
3615250N4469450E;2011;54
3615250N4469550E;2011;29
3615250N4469650E;2011;37
3615250N4469750E;2011;241
3615250N4469850E;2011;56
3615250N4470150E;2011;186
3615250N4470250E;2011;43
3615250N4470650E;2011;22
3615250N4470750E;2011;45
3615250N4470850E;2011;10-15
3615250N4470950E;2011;50
3615250N4471050E;2011;22
3615250N4471150E;2011;28
3615250N4471250E;2011;33
3615250N4471350E;2011;27
3615250N4471450E;2011;21
3615250N4471550E;2011;10-15
3615250N4471650E;2011;27
3615250N4471750E;2011;15-20
3615250N4471850E;2011;10-15
3615250N4471950E;2011;15-20
3615250N4472050E;2011;26
3615250N4472150E;2011;15-20
3615250N4472250E;2011;10-15
3615250N4472350E;2011;28
3615250N4472450E;2011;15-20
3615250N4472550E;2011;33
3615250N4472650E;2011;30
3615250N4472750E;2011;10-15
3615250N4472850E;2011;15-20
3615250N4472950E;2011;15-20
3615250N4473050E;2011;30
3615250N4473150E;2011;24
3615250N4473250E;2011;39
3615250N4473350E;2011;33
3615250N4473450E;2011;24
3615250N4473550E;2011;59
3615250N4473650E;2011;15-20
3615250N4473750E;2011;1-5
3615250N4473850E;2011;15-20
3615250N4473950E;2011;26
3615250N4474050E;2011;27
3615250N4474150E;2011;20
3615250N4474250E;2011;24
3615250N4474350E;2011;29
3615250N4474450E;2011;41
3615250N4474550E;2011;10-15
3615250N4474650E;2011;41
3615250N4474750E;2011;30
3615250N4475750E;2011;5-10
3615250N4475850E;2011;20
3615250N4475950E;2011;30
3615250N4476050E;2011;26
3615250N4476150E;2011;10-15
3615250N4476850E;2011;1-5
3615250N4476950E;2011;22
3615250N4477050E;2011;10-15
3615250N4477150E;2011;10-15
3615250N4477250E;2011;50
3615250N4477350E;2011;5-10
3615250N4477450E;2011;28
3615250N4477550E;2011;28
3615250N4477650E;2011;37
3615250N4477750E;2011;27
3615250N4483550E;2011;15-20
3615250N4483650E;2011;34
3615250N4483750E;2011;28
3615250N4483850E;2011;23
3615250N4483950E;2011;27
3615250N4484050E;2011;36
3615250N4484150E;2011;35
3615250N4484250E;2011;27
3615250N4484350E;2011;23
3615250N4484450E;2011;21
3615250N4484550E;2011;22
3615250N4484650E;2011;39
3615250N4484750E;2011;25
3615250N4484850E;2011;15-20
3615250N4484950E;2011;20
3615250N4485050E;2011;30
3615250N4485150E;2011;30
3615250N4485250E;2011;22
3615250N4485350E;2011;22
3615250N4485450E;2011;39
3615250N4486350E;2011;1-5
3615250N4486450E;2011;30
3615250N4486550E;2011;20
3615250N4486650E;2011;1-5
3615250N4486750E;2011;1-5
3615350N4458950E;2011;21
3615350N4459050E;2011;10-15
3615350N4459150E;2011;35
3615350N4459250E;2011;10-15
3615350N4459350E;2011;1-5
3615350N4461050E;2011;1-5
3615350N4463150E;2011;1-5
3615350N4463250E;2011;5-10
3615350N4464550E;2011;10-15
3615350N4464650E;2011;1-5
3615350N4467350E;2011;10-15
3615350N4467850E;2011;1-5
3615350N4469150E;2011;1-5
3615350N4469250E;2011;44
3615350N4469350E;2011;77
3615350N4469450E;2011;24
3615350N4469550E;2011;22
3615350N4469650E;2011;15-20
3615350N4469750E;2011;34
3615350N4469850E;2011;5-10
3615350N4469950E;2011;10-15
3615350N4470050E;2011;10-15
3615350N4470450E;2011;1-5
3615350N4470550E;2011;22
3615350N4470650E;2011;28
3615350N4470750E;2011;23
3615350N4470950E;2011;38
3615350N4471050E;2011;31
3615350N4471150E;2011;35
3615350N4471250E;2011;27
3615350N4471350E;2011;21
3615350N4471450E;2011;41
3615350N4471550E;2011;36
3615350N4471650E;2011;30
3615350N4471750E;2011;26
3615350N4471850E;2011;37
3615350N4471950E;2011;26
3615350N4472050E;2011;21
3615350N4472150E;2011;36
3615350N4472250E;2011;23
3615350N4472350E;2011;37
3615350N4472450E;2011;27
3615350N4472550E;2011;22
3615350N4472650E;2011;27
3615350N4472750E;2011;1-5
3615350N4472850E;2011;15-20
3615350N4472950E;2011;15-20
3615350N4473050E;2011;15-20
3615350N4473150E;2011;24
3615350N4473250E;2011;15-20
3615350N4473350E;2011;23
3615350N4473450E;2011;43
3615350N4473550E;2011;47
3615350N4473650E;2011;24
3615350N4473850E;2011;5-10
3615350N4473950E;2011;27
3615350N4474050E;2011;20
3615350N4474150E;2011;22
3615350N4474250E;2011;15-20
3615350N4474350E;2011;5-10
3615350N4474450E;2011;42
3615350N4474550E;2011;24
3615350N4474650E;2011;20
3615350N4474750E;2011;15-20
3615350N4475550E;2011;32
3615350N4475650E;2011;46
3615350N4475750E;2011;26
3615350N4475850E;2011;32
3615350N4475950E;2011;25
3615350N4476050E;2011;21
3615350N4476150E;2011;40
3615350N4476250E;2011;36
3615350N4476750E;2011;5-10
3615350N4476850E;2011;23
3615350N4476950E;2011;15-20
3615350N4477050E;2011;10-15
3615350N4477150E;2011;31
3615350N4477250E;2011;15-20
3615350N4477350E;2011;34
3615350N4477450E;2011;42
3615350N4477550E;2011;31
3615350N4477650E;2011;28
3615350N4477750E;2011;49
3615350N4477850E;2011;10-15
3615350N4483050E;2011;32
3615350N4483150E;2011;242
3615350N4483250E;2011;79
3615350N4483550E;2011;10-15
3615350N4483650E;2011;41
3615350N4483750E;2011;22
3615350N4483850E;2011;35
3615350N4483950E;2011;10-15
3615350N4484050E;2011;37
3615350N4484150E;2011;34
3615350N4484250E;2011;36
3615350N4484350E;2011;38
3615350N4484450E;2011;10-15
3615350N4484550E;2011;28
3615350N4484650E;2011;44
3615350N4484750E;2011;25
3615350N4484850E;2011;24
3615350N4484950E;2011;27
3615350N4485050E;2011;29
3615350N4485150E;2011;34
3615350N4485250E;2011;39
3615350N4485350E;2011;42
3615350N4485450E;2011;10-15
3615350N4486350E;2011;5-10
3615350N4486450E;2011;32
3615350N4486550E;2011;34
3615350N4486650E;2011;26
3615350N4486750E;2011;5-10
3615350N4486850E;2011;1-5
3615450N4458850E;2011;5-10
3615450N4458950E;2011;15-20
3615450N4459050E;2011;15-20
3615450N4459150E;2011;10-15
3615450N4459250E;2011;23
3615450N4459350E;2011;43
3615450N4459450E;2011;10-15
3615450N4463150E;2011;1-5
3615450N4464150E;2011;5-10
3615450N4464450E;2011;1-5
3615450N4466350E;2011;5-10
3615450N4467250E;2011;1-5
3615450N4467350E;2011;5-10
3615450N4467450E;2011;1-5
3615450N4469350E;2011;5-10
3615450N4469450E;2011;38
3615450N4469550E;2011;47
3615450N4469650E;2011;55
3615450N4469750E;2011;26
3615450N4469850E;2011;10-15
3615450N4469950E;2011;15-20
3615450N4470050E;2011;25
3615450N4470450E;2011;10-15
3615450N4470550E;2011;30
3615450N4470650E;2011;34
3615450N4470750E;2011;25
3615450N4470850E;2011;25
3615450N4470950E;2011;23
3615450N4471050E;2011;31
3615450N4471150E;2011;15-20
3615450N4471250E;2011;31
3615450N4471350E;2011;54
3615450N4471450E;2011;15-20
3615450N4471750E;2011;10-15
3615450N4471850E;2011;28
3615450N4471950E;2011;35
3615450N4472050E;2011;42
3615450N4472150E;2011;28
3615450N4472250E;2011;34
3615450N4472350E;2011;15-20
3615450N4472450E;2011;22
3615450N4472550E;2011;21
3615450N4472650E;2011;35
3615450N4472850E;2011;10-15
3615450N4472950E;2011;36
3615450N4473050E;2011;25
3615450N4473150E;2011;5-10
3615450N4473250E;2011;15-20
3615450N4473350E;2011;10-15
3615450N4473450E;2011;34
3615450N4473550E;2011;22
3615450N4473650E;2011;5-10
3615450N4473750E;2011;10-15
3615450N4473850E;2011;15-20
3615450N4473950E;2011;35
